experiment_code,dataset,architecture,strategy,experiment_category,id,repo_hash,final_accuracy,Task Identification Accuracy,Accuracy given Bad Task Identification,Accuracy given Good Task Identification,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,lwf_alpha,n_experiences,name,network_architecture,prune_proportion,recon_loss_type,reconstruction_loss_weight,replay_buffer,retrain_epochs,si_lambda,task_inference_strategy,total_task_epochs,use_adam,use_classifier_loss,use_experience_replay,use_generative_replay_strategy,use_learning_without_forgetting,use_packnet,use_reconstruction_loss,use_synaptic_intelligence,use_vae_loss,loss,vae_loss_weight,vanilla_cnn_config,rectangular_mlp_config,use_generative_replay
"['0050', 'ml-23', 'eff0210e', 'EP', 'splitCORe50', 'VAE', 'cumulative']",splitCORe50,VAE,cumulative,EP,0050,eff0210e,0.42301875352859497,,,,64.0,1.0,CORe50_NC,VAE,cuda,None,True,"[3, 128, 128]",True,64.0,0.0001,32.0,1.0,ml-23_eff0210e_EP_splitCORe50_VAE_cumulative,residual,0.5,bce,1.0,1000.0,1.0,1000.0,,5.0,True,True,False,False,False,False,True,False,True,,0.001,,,
"['0120', 'ml-24', 'dd88ddf', 'N', 'splitEmbeddedCORe50', 'AE', 'taskInference']",splitEmbeddedCORe50,AE,taskInference,N,0120,dd88ddf,0.4191496968269348,"[1.0, 0.971527099609375, 0.9762805104255676, 0.9134930968284607, 0.8475563526153564, 0.7560306787490845, 0.666296124458313, 0.600794792175293, 0.52302485704422, 0.47787511348724365]","[nan, 0.0, 0.0, 0.0, 0.0002917152887675911, 0.005012150853872299, 0.0031407633796334267, 0.017124956473708153, 0.04179831221699715, 0.03573101758956909]","[0.9657625555992126, 0.9467658996582031, 0.9514083862304688, 0.9410869479179382, 0.916050136089325, 0.8897711038589478, 0.8809285759925842, 0.849715530872345, 0.8548486232757568, 0.8380717635154724]",64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,,10.0,splitEmbeddedCORe50_AE_taskInference,rectangular,0.5,mse,1.0,,3.0,,task_reconstruction_loss,10.0,,True,,,,True,True,,False,,0.001,,,
"['0007', 'ml-25', '44424907', 'PL', 'splitCIFAR10', 'AE', 'taskInference']",splitCIFAR10,AE,taskInference,PL,0007,44424907,0.4997999966144562,"[1.0, 0.984000027179718, 0.8880000114440918, 0.6740000247955322, 0.5392000079154968]","[nan, 0.0, 0.0, 0.0, 0.0]","[0.9760000109672546, 0.9258130192756653, 0.9268018007278442, 0.9269287586212158, 0.9269287586212158]",64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,5.0,ml-25_44424907_PL_splitCIFAR10_AE_taskInference,residual,0.4,bce,1.0,1000.0,10.0,1000.0,task_reconstruction_loss,50.0,True,True,False,False,False,True,True,False,False,,,,,
"['0022', 'ml-25', '44424907', 'PL', 'splitEmbeddedCIFAR100', 'AE', 'taskInference']",splitEmbeddedCIFAR100,AE,taskInference,PL,0022,44424907,0.3089999854564667,"[1.0, 1.0, 1.0, 0.984000027179718, 0.876800000667572, 0.7200000286102295, 0.6171428561210632, 0.5400000214576721, 0.47999998927116394, 0.4320000112056732]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7699999809265137, 0.7630000114440918, 0.7609999775886536, 0.7324694991111755, 0.7125912308692932, 0.7152777910232544, 0.7152777910232544, 0.7152777910232544, 0.7152777910232544, 0.7152777910232544]",64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,32.0,10.0,ml-25_44424907_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.4,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,
"['0055', 'ml-24', 'dd88ddf', 'N', 'splitEmbeddedCIFAR100', 'AE', 'finetuning']",splitEmbeddedCIFAR100,AE,finetuning,N,0055,dd88ddf,0.0763000026345253,,,,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,,10.0,splitEmbeddedCIFAR100_AE_finetuning,rectangular_network,0.7,mse,1.0,,5.0,,,20.0,,True,,,,False,True,,False,0.33017653226852417,,,,
"['0066', 'ml-23', 'eff0210e', 'EP', 'splitCIFAR10', 'AE', 'taskOracle']",splitCIFAR10,AE,taskOracle,EP,0066,eff0210e,0.9380000233650208,"[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9727112650871277, 0.9273138642311096, 0.9273977279663086, 0.9373742341995239, 0.9380030035972595]",64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,5.0,ml-23_eff0210e_EP_splitCIFAR10_AE_taskOracle,residual,0.5,bce,1.0,1000.0,10.0,1000.0,task_oracle,50.0,True,True,False,False,False,True,True,False,False,,,,,
"['0234', 'ml-22', '77513f89', 'OS', 'splitCIFAR100', 'AE', 'LwF']",splitCIFAR100,AE,LwF,OS,0234,77513f89,0.026000000536441803,,,,64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,10.0,ml-22_77513f89_OS_splitCIFAR100_AE_LwF,residual,0.5,bce,1.0,1000.0,20.0,1000.0,,100.0,False,True,False,False,True,False,True,False,False,,,,,
"['0065', 'ml-25', 'e2133f95', 'EP', 'splitFMNIST', 'AE', 'taskOracle']",splitFMNIST,AE,taskOracle,EP,0065,e2133f95,0.9804999828338623,"[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9793762564659119, 0.988179087638855, 0.9919517040252686, 0.9877703785896301, 0.9805331826210022]",64.0,1.0,FMNIST,AE,cuda,None,False,"[1, 32, 32]",True,64.0,0.0001,32.0,5.0,ml-25_e2133f95_EP_splitFMNIST_AE_taskOracle,vanilla_cnn,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,1000.0,5.0,1000.0,task_oracle,20.0,True,True,False,False,False,True,True,False,False,,,,,
"['0045', 'ml-23', 'eff0210e', 'EP', 'splitEmbeddedCIFAR100', 'AE', 'cumulative']",splitEmbeddedCIFAR100,AE,cumulative,EP,0045,eff0210e,0.41429999470710754,,,,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,32.0,1.0,ml-23_eff0210e_EP_splitEmbeddedCIFAR100_AE_cumulative,rectangular,0.5,mse,1.0,1000.0,30.0,1000.0,,100.0,True,True,False,False,False,False,True,False,False,,,,,
"['0004', 'ml-22', 'b7711e62', 'EP', 'splitCORe50', 'AE', 'taskOracle']",splitCORe50,AE,taskOracle,EP,0004,b7711e62,0.3669171929359436,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2497178167104721, 0.28379619121551514, 0.3928166925907135, 0.4222297668457031, 0.4201068878173828, 0.42051735520362854, 0.41842636466026306, 0.4222494065761566, 0.4072863757610321, 0.36657288670539856]",64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,,10.0,ml-22_b7711e62_EP_splitCORe50_AE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,,1.0,,task_oracle,5.0,,True,,,,True,True,,False,,,,,
"['0076', 'ml-24', 'dd88ddf', 'N', 'splitEmbeddedCIFAR100', 'AE', 'taskInference']",splitEmbeddedCIFAR100,AE,taskInference,N,0076,dd88ddf,,,,,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,128.0,0.0001,,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,,5.0,,task_reconstruction_loss,20.0,,True,,,,True,True,,False,,,,"{'depth': 4, 'width': 512}",
"['0139', 'ml-24', 'dd88ddf', 'EP', 'splitCIFAR10', 'VAE', 'taskOracle']",splitCIFAR10,VAE,taskOracle,EP,0139,dd88ddf,0.9172000288963318,"[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.8982645869255066, 0.877200722694397, 0.8909708261489868, 0.9103999137878418, 0.9171529412269592]",64.0,1.0,CIFAR10,VAE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,,5.0,EP_splitCIFAR10_VAE_taskOracle,residual,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,,10.0,,task_oracle,50.0,,True,,,,True,True,,True,,0.001,,,
"['0082', 'ml-25', 'e2133f95', 'EP', 'splitCIFAR100', 'AE', 'taskOracle']",splitCIFAR100,AE,taskOracle,EP,0082,e2133f95,0.5674999952316284,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.18388324975967407, 0.46725887060165405, 0.5468274354934692, 0.5763325095176697, 0.599441647529602, 0.6194162368774414, 0.6366207599639893, 0.6288705468177795, 0.613085150718689, 0.5670812129974365]",64.0,1.0,CIFAR100,AE,cuda,None,False,"[3, 32, 32]",True,64.0,0.0001,32.0,10.0,ml-25_e2133f95_EP_splitCIFAR100_AE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,1000.0,20.0,1000.0,task_oracle,100.0,True,True,False,False,False,True,True,False,False,,,,,
"['0275', 'ml-22', 'ad06b17a', 'OS', 'splitEmbeddedCIFAR100', 'AE', 'SI']",splitEmbeddedCIFAR100,AE,SI,OS,0275,ad06b17a,0.04340000078082085,,,,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.01,32.0,10.0,ml-22_ad06b17a_OS_splitEmbeddedCIFAR100_SI_AE,rectangular,0.5,mse,1.0,1000.0,30.0,2000.0,,100.0,False,True,False,False,False,False,True,True,False,,,,,
"['0058', 'ml-23', 'eff0210e', 'EP', 'splitEmbeddedCORe50', 'AE', 'finetuning']",splitEmbeddedCORe50,AE,finetuning,EP,0058,eff0210e,0.09027839452028275,,,,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,32.0,10.0,ml-23_eff0210e_EP_splitEmbeddedCORe50_AE_finetuning,rectangular,0.5,mse,1.0,1000.0,3.0,1000.0,,10.0,True,True,False,False,False,False,True,False,False,,,,,
"['0023', 'ml-25', '44424907', 'PL', 'splitEmbeddedCIFAR100', 'AE', 'taskInference']",splitEmbeddedCIFAR100,AE,taskInference,PL,0023,44424907,0.38850000500679016,"[1.0, 1.0, 1.0, 0.984000027179718, 0.9151999950408936, 0.9079999923706055, 0.7965714335441589, 0.6970000267028809, 0.6195555329322815, 0.5576000213623047]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7760000228881836, 0.7695000171661377, 0.7716666460037231, 0.7489837408065796, 0.7316433787345886, 0.7026431560516357, 0.6967360377311707, 0.6967360377311707, 0.6967360377311707, 0.6967360377311707]",64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,32.0,10.0,ml-25_44424907_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.5,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,
"['0016', 'ml-23', '2ac2112a', 'EP', 'splitEmbeddedCORe50', 'VAE', 'taskInference']",splitEmbeddedCORe50,VAE,taskInference,EP,0016,2ac2112a,0.053344301879405975,"[1.0, 0.8058058023452759, 0.7367874979972839, 0.6128870844841003, 0.613510012626648, 0.5777596831321716, 0.5114654302597046, 0.49961093068122864, 0.44888582825660706, 0.39793649315834045]","[nan, 0.0, 0.0, 0.0051701851189136505, 0.00529283145442605, 0.007547169923782349, 0.004680795595049858, 0.003943129908293486, 0.003630984341725707, 0.0024375831708312035]","[0.20253446698188782, 0.2461007535457611, 0.25804829597473145, 0.2484579086303711, 0.19215714931488037, 0.15212929248809814, 0.15095628798007965, 0.12893536686897278, 0.12839846312999725, 0.130364328622818]",64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,True,2048,False,512.0,0.0001,,10.0,ml-23_2ac2112a_EP_splitEmbeddedCORe50_VAE_taskInference,rectangular,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",mse,1.0,,3.0,,task_reconstruction_loss,10.0,,True,False,,False,True,True,False,True,,1.0,,,
"['0079', 'ml-24', 'dd88ddf', 'N', 'splitEmbeddedCIFAR100', 'AE', 'taskInference']",splitEmbeddedCIFAR100,AE,taskInference,N,0079,dd88ddf,0.44670000672340393,"[0.0, 1.0, 0.8586666584014893, 0.9520000219345093, 1.0, 0.9506666660308838, 0.8571428656578064, 0.75, 0.6666666865348816, 0.6000000238418579]","[0.7670000195503235, nan, 0.8089622855186462, 0.6822916865348816, nan, 0.662162184715271, 0.0, 0.0, 0.0, 0.0]","[nan, 0.765999972820282, 0.7674689292907715, 0.7623424530029297, 0.7554000020027161, 0.7482468485832214, 0.7444999814033508, 0.7444999814033508, 0.7444999814033508, 0.7444999814033508]",64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,2048,False,64.0,0.0001,,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,,10.0,,task_reconstruction_loss,50.0,,True,,,,True,True,,False,0.9676615595817566,,,"{'depth': 4, 'width': 512}",
"['0092', 'ml-25', 'e2133f95', 'EP', 'splitCORe50', 'AE', 'taskOracle']",splitCORe50,AE,taskOracle,EP,0092,e2133f95,0.4241972863674164,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.23968450725078583, 0.398346483707428, 0.43678271770477295, 0.4466108977794647, 0.4702756106853485, 0.4934746325016022, 0.5030699968338013, 0.5050906538963318, 0.47124698758125305, 0.4241062104701996]",64.0,1.0,CORe50_NC,AE,cuda,None,False,"[3, 128, 128]",True,64.0,0.0001,32.0,10.0,ml-25_e2133f95_EP_splitCORe50_AE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,1000.0,1.0,1000.0,task_oracle,5.0,True,True,False,False,False,True,True,False,False,,,,,
"['0031', 'ml-23', '6d14d70a', 'EP', 'splitCIFAR100', 'AE', 'taskInference']",splitCIFAR100,AE,taskInference,EP,0031,6d14d70a,0.27790001034736633,"[1.0, 0.7559999823570251, 0.3333333432674408, 0.46799999475479126, 0.548799991607666, 0.527999997138977, 0.5680000185966492, 0.4970000088214874, 0.441777765750885, 0.397599995136261]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10000000149011612, 0.44708994030952454, 0.7020000219345093, 0.6875, 0.7008017301559448, 0.6994949579238892, 0.6989436745643616, 0.6989436745643616, 0.6989436745643616, 0.6989436745643616]",64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,10.0,ml-23_6d14d70a_EP_splitCIFAR100_AE_taskInference,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,1000.0,20.0,1000.0,task_reconstruction_loss,100.0,,True,False,False,False,True,True,False,False,,,,,
"['0168', 'ml-24', '55dff8e1', 'PL', 'splitCORe50', 'AE', 'taskInference']",splitCORe50,AE,taskInference,PL,0168,55dff8e1,0.07095526158809662,"[1.0, 0.6619953513145447, 0.4094581604003906, 0.23483626544475555, 0.22484101355075836, 0.19446399807929993, 0.1443181037902832, 0.13161404430866241, 0.11858293414115906, 0.10957929491996765]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6505113244056702, 0.5480510592460632, 0.4969225227832794, 0.5201231241226196, 0.5340189933776855, 0.558307945728302, 0.5277288556098938, 0.5489864945411682, 0.6227083206176758, 0.647524356842041]",64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,,10.0,55dff8e1_PL_splitCORe50_AE_taskInference,residual,0.8,bce,1.0,,1.0,,task_reconstruction_loss,5.0,,True,,,,True,True,,False,,,,,
"['0013', 'ml-22', '4f911459', 'EP', 'splitFMNIST', 'VAE', 'taskInference']",splitFMNIST,VAE,taskInference,EP,0013,4f911459,,,,,64.0,1.0,FMNIST,VAE,cuda,ResNet50,True,"[1, 32, 32]",True,64.0,0.0001,,5.0,ml-22_4f911459_EP_splitFMNIST_VAE_taskInference,vanilla_cnn,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",mse,1.0,,5.0,,task_reconstruction_loss,20.0,,True,,,,True,True,,True,,1.0,,,
"['0081', 'ml-24', 'dd88ddf', 'N', 'splitEmbeddedCIFAR100', 'AE', 'taskInference']",splitEmbeddedCIFAR100,AE,taskInference,N,0081,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['0031', 'ml-24', 'dd88ddf', 'N', 'splitFMNIST', 'AE', 'taskOracle']",splitFMNIST,AE,taskOracle,N,0031,dd88ddf,0.9937999844551086,"[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9954728484153748, 0.9864184856414795, 0.9907780289649963, 0.9929577708244324, 0.9937625527381897]",64.0,1.0,FMNIST,AE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,,5.0,splitFMNIST_AE_taskOracle,vanilla_cnn,0.5,,1.0,,5.0,,task_oracle,20.0,,True,,,,True,True,,False,0.4827209413051605,0.001,{'base_channels': 128},,
"['0231', 'ml-22', '77513f89', 'OS', 'splitCIFAR10', 'AE', 'SI']",splitCIFAR10,AE,SI,OS,0231,77513f89,0.15539999306201935,,,,64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,5.0,ml-22_77513f89_OS_splitCIFAR10_AE_SI,residual,0.5,bce,1.0,1000.0,10.0,1000.0,,50.0,False,True,False,False,False,False,True,True,False,,,,,
"['0006', 'ml-25', '44424907', 'PL', 'splitCIFAR10', 'AE', 'taskInference']",splitCIFAR10,AE,taskInference,PL,0006,44424907,0.36570000648498535,"[1.0, 1.0, 0.6666666865348816, 0.5, 0.4000000059604645]","[nan, nan, 0.0, 0.0, 0.0]","[0.9750000238418579, 0.9142500162124634, 0.9142500162124634, 0.9142500162124634, 0.9142500162124634]",64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,5.0,ml-25_44424907_PL_splitCIFAR10_AE_taskInference,residual,0.2,bce,1.0,1000.0,10.0,1000.0,task_reconstruction_loss,50.0,True,True,False,False,False,True,True,False,False,,,,,
"['0249', 'ml-22', 'ad06b17a', 'OS', 'splitFMNIST', 'AE', 'SI']",splitFMNIST,AE,SI,OS,0249,ad06b17a,0.22110000252723694,,,,64.0,1.0,FMNIST,AE,cuda,None,True,"[1, 32, 32]",True,64.0,0.01,32.0,5.0,ml-22_ad06b17a_OS_splitFMNIST_SI_AE,vanilla_cnn,0.5,bce,1.0,1000.0,5.0,8000.0,,20.0,False,True,False,False,False,False,True,True,False,,,,,
"['0070', 'ml-24', 'dd88ddf', 'N', 'splitEmbeddedCIFAR100', 'AE', 'taskInference']",splitEmbeddedCIFAR100,AE,taskInference,N,0070,dd88ddf,0.7059999704360962,[1.0],[nan],[0.7059999704360962],64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,,2.0,,task_reconstruction_loss,10.0,,True,,,,True,True,,False,0.6421566009521484,,,,
"['0215', 'ml-22', '6d14d70a', 'OS', 'splitCIFAR100', 'AE', 'SI']",splitCIFAR100,AE,SI,OS,0215,6d14d70a,0.07000000029802322,,,,64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,10.0,ml-22_6d14d70a_OS_splitCIFAR100_AE_SI,residual,0.5,bce,1.0,1000.0,20.0,1000.0,,100.0,,True,False,False,False,False,True,True,False,,,,,
"['0274', 'ml-22', 'ad06b17a', 'OS', 'splitEmbeddedCIFAR100', 'AE', 'SI']",splitEmbeddedCIFAR100,AE,SI,OS,0274,ad06b17a,0.036400001496076584,,,,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.01,32.0,10.0,ml-22_ad06b17a_OS_splitEmbeddedCIFAR100_SI_AE,rectangular,0.5,mse,1.0,1000.0,30.0,1000.0,,100.0,False,True,False,False,False,False,True,True,False,,,,,
"['0071', 'ml-25', 'e2133f95', 'EP', 'splitCIFAR10', 'AE', 'taskOracle']",splitCIFAR10,AE,taskOracle,EP,0071,e2133f95,0.9488999843597412,"[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.8622987866401672, 0.9195799827575684, 0.9369550347328186, 0.9430332183837891, 0.9488933682441711]",64.0,1.0,CIFAR10,AE,cuda,None,False,"[3, 32, 32]",True,64.0,0.0001,32.0,5.0,ml-25_e2133f95_EP_splitCIFAR10_AE_taskOracle,residual,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,1000.0,10.0,1000.0,task_oracle,50.0,True,True,False,False,False,True,True,False,False,,,,,
"['0141', 'ml-24', 'dd88ddf', 'EP', 'splitCORe50', 'VAE', 'taskOracle']",splitCORe50,VAE,taskOracle,EP,0141,dd88ddf,0.5406475067138672,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.6954056024551392, 0.6325790882110596, 0.6570350527763367, 0.6447258591651917, 0.6324249505996704, 0.6074614524841309, 0.5903714895248413, 0.6017656326293945, 0.599985659122467, 0.5407013297080994]",64.0,1.0,CORe50_NC,VAE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,,10.0,EP_splitCORe50_VAE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,,10.0,,task_oracle,50.0,,True,,,,True,True,,True,,0.001,,,
"['0015', 'ml-25', '44424907', 'PL', 'splitCIFAR100', 'AE', 'taskInference']",splitCIFAR100,AE,taskInference,PL,0015,44424907,0.45739999413490295,"[1.0, 0.7120000123977661, 0.7866666913032532, 0.7919999957084656, 0.795199990272522, 0.8080000281333923, 0.8080000281333923, 0.7710000276565552, 0.6853333115577698, 0.6168000102043152]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5580000281333923, 0.648876428604126, 0.7008474469184875, 0.7121211886405945, 0.7276157140731812, 0.7376237511634827, 0.7425742745399475, 0.7415693998336792, 0.7415693998336792, 0.7415693998336792]",64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,32.0,10.0,ml-25_44424907_PL_splitCIFAR100_AE_taskInference,residual,0.8,bce,1.0,1000.0,20.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,
"['0314', 'ml-22', '225373d6', 'OS', 'splitCIFAR10', 'AE', 'LwF']",splitCIFAR10,AE,LwF,OS,0314,225373d6,0.9695000052452087,,,,64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.01,8.0,5.0,ml-22_225373d6_OS_splitCIFAR10_AE_LwF,residual,0.5,bce,1.0,1000.0,10.0,1000.0,,50.0,False,True,False,False,True,False,True,False,False,,,,,
"['0028', 'ml-25', '44424907', 'PL', 'splitEmbeddedCORe50', 'AE', 'taskInference']",splitEmbeddedCORe50,AE,taskInference,PL,0028,44424907,0.4088321626186371,"[1.0, 0.9786453247070312, 0.9762805104255676, 0.9134930968284607, 0.8624983429908752, 0.7868603467941284, 0.666296124458313, 0.6025733947753906, 0.5419981479644775, 0.48814818263053894]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 9.51746478676796e-05, 0.0015383539721369743, 0.019472463056445122, 0.02245970629155636]","[0.9722098708152771, 0.9518126845359802, 0.9549768567085266, 0.9409043788909912, 0.9118844866752625, 0.8771368265151978, 0.8807379007339478, 0.8427339196205139, 0.8175851106643677, 0.8139662146568298]",64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,32.0,10.0,ml-25_44424907_PL_splitEmbeddedCORe50_AE_taskInference,rectangular,0.5,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,False,,,,,
"['0020', 'ml-23', '6d14d70a', 'EP', 'splitCORe50', 'AE', 'taskOracle']",splitCORe50,AE,taskOracle,EP,0020,6d14d70a,0.4218847155570984,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.3027828633785248, 0.37590450048446655, 0.4714134931564331, 0.4807335138320923, 0.48454898595809937, 0.48470476269721985, 0.46639809012413025, 0.47855594754219055, 0.468586802482605, 0.42174553871154785]",64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,32.0,10.0,ml-23_6d14d70a_EP_splitCORe50_AE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,1000.0,1.0,1000.0,task_oracle,5.0,,True,False,False,False,True,True,False,False,,,,,
